Newspaper Title,Issue Date,Page Number,City,State,PDF Link,prim_long_dec,prim_lat_dec
The Day Book,08-16-1913,31,Chicago,Illinois,https://tile.loc.gov/storage-services/service/ndnp/iune/batch_iune_foxtrot_ver01/data/sn83045487/00280761412/1913081602/1513.pdf,-87.6851202,41.837107
Arizona Weekly Journal-Miner,10-30-1901,4,Prescott,Arizona,https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_bobcat_ver01/data/sn85032938/00211105604/1901103001/0208.pdf,-112.4351225,34.5521228
Worcester Democrat And The Ledger-Enterprise,05-22-1926,10,Pocomoke City,Maryland,https://tile.loc.gov/storage-services/service/ndnp/mdu/batch_mdu_frederick_ver03/data/sn89060127/00279521985/1926052201/0184.pdf,-75.5679805,38.0756773
Deseret Evening News,12-29-1906,7,Salt Lake City,Utah,https://tile.loc.gov/storage-services/service/ndnp/uuml/batch_uuml_ten_ver01/data/sn83045555/00175048911/1906122901/1174.pdf,-111.8763236,40.6263366
New Iberia Enterprise,03-09-1901,4,New Iberia,Louisiana,https://tile.loc.gov/storage-services/service/ndnp/lu/batch_lu_eevee_ver01/data/sn88064327/00295875483/1901030901/0255.pdf,-91.820272,30.0049055
The Princeton Union,05-17-1900,3,Princeton,Minnesota,https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_goshen_ver01/data/sn83016758/00280767876/1900051701/0157.pdf,-93.5718871,45.6061549
The Daily Gate City And Constitution-Democrat,07-09-1917,7,Keokuk,Iowa,https://tile.loc.gov/storage-services/service/ndnp/iahi/batch_iahi_elgin_ver01/data/sn87057262/00295875215/1917070901/0673.pdf,-92.1786423,41.3364655
The Snowflake Herald,08-01-1919,1,Snowflake,Arizona,https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_ironsprings_ver01/data/sn86091255/00414217230/1919080101/0121.pdf,-110.2392055,34.4488452
Arizona Sentinel And Yuma Weekly Examiner,11-28-1912,4,Yuma,Arizona,https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_fireant_ver01/data/sn95060876/00211104375/1912112801/0297.pdf,-113.9056188,32.7696188
Omaha Monitor,12-28-1928,1,Omaha,Nebraska,https://tile.loc.gov/storage-services/service/ndnp/nbu/batch_nbu_keithsbear_ver03/data/2019270506/00332899259/1928122801/0231.pdf,-96.5357502,42.0922742
Beverly Banner,01-08-1926,5,Beverly,New Jersey,https://tile.loc.gov/storage-services/service/ndnp/njr/batch_njr_keansburg_ver01/data/sn85035678/00513685956/1926010801/0020.pdf,-74.9221938,40.0651895
The River Press,09-25-1912,1,Fort Benton,Montana,https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_crane_ver01/data/sn85053157/00295860893/1912092501/0742.pdf,-110.7823617,47.8947004
The County Record,07-16-1925,2,Kingstree,South Carolina,https://tile.loc.gov/storage-services/service/ndnp/scu/batch_scu_jicama_ver01/data/sn93067841/00516991033/1925071601/0045.pdf,-79.8084165,33.6868315
The Columbia Herald,09-01-1905,5,Columbia,Tennessee,https://tile.loc.gov/storage-services/service/ndnp/tu/batch_tu_louie_ver01/data/sn96091104/0041562153A/1905090101/0336.pdf,-87.047356,35.6242781
Las Vegas Optic,08-31-1912,5,Las Vegas,New Mexico,https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_christie_ver01/data/sn92070417/00415626435/1912083101/0254.pdf,-105.0588914,35.623099
Adams County News,02-12-1902,3,Ritzville,Washington,https://tile.loc.gov/storage-services/service/ndnp/wa/batch_wa_hoh_ver01/data/sn87093056/00200291207/1902021201/0855.pdf,-118.3924155,47.1543917
The Daily Journal,07-14-1903,7,Salem,Oregon,https://tile.loc.gov/storage-services/service/ndnp/oru/batch_oru_framebones_ver01/data/sn99063956/00280760432/1903071401/0846.pdf,-123.0734309,44.9776191
The Tomahawk,12-07-1916,6,White Earth,Minnesota,https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_funkley_ver02/data/sn89064695/00280767918/1916120701/0455.pdf,-95.8677755,47.1076324
Staunton Spectator And Vindicator,09-02-1910,1,Staunton,Virginia,https://tile.loc.gov/storage-services/service/ndnp/vi/batch_vi_goforwand_ver02/data/sn84024720/0028076257A/1910090201/0150.pdf,-79.0611168,38.1593008
The Lexington Advertiser,11-29-1928,5,Lexington,Mississippi,https://tile.loc.gov/storage-services/service/ndnp/msar/batch_msar_jasper_ver01/data/sn84024271/00383344712/1928112901/1184.pdf,-90.0497071,33.1163174
Morgan County Democrat,06-11-1925,4,Mcconnelsville,Ohio,https://tile.loc.gov/storage-services/service/ndnp/ohi/batch_ohi_echinacea_ver01/data/sn87075008/0034058000A/1925061101/0621.pdf,-81.8467196,39.6567685
The Washburn Leader,08-11-1900,2,Washburn,North Dakota,https://tile.loc.gov/storage-services/service/ndnp/ndhi/batch_ndhi_hydrogen_ver01/data/sn85000631/00199918242/1900081101/0897.pdf,-101.0278394,47.2920512
The Bowbells Tribune,08-10-1900,2,Bowbells,North Dakota,https://tile.loc.gov/storage-services/service/ndnp/ndhi/batch_ndhi_jodium_ver01/data/sn88076095/00199918485/1900081001/0316.pdf,-102.2456333,48.8026545
CañOn City Record,02-26-1903,4,Canon City,Colorado,https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_dearfield_ver01/data/sn85067315/00383341073/1903022601/1258.pdf,-105.2616573,38.4330535
The Hays Free Press,08-11-1921,3,Hays,Kansas,https://tile.loc.gov/storage-services/service/ndnp/khi/batch_khi_douglas_ver01/data/sn84029690/0021247325A/1921081101/0157.pdf,-90.3797928,36.0385667
Free Press,04-21-1906,1,Hays,Kansas,https://tile.loc.gov/storage-services/service/ndnp/khi/batch_khi_douglas_ver01/data/sn84029696/00212473170/1906042101/0199.pdf,-90.3797928,36.0385667
Nogales Daily Herald,02-15-1918,8,Nogales,Arizona,https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_electrum_ver02/data/sn96060771/00517018727/1918021501/0132.pdf,-110.1875775,31.6992575
The Prescott Daily News,07-14-1919,2,Prescott,Arkansas,https://tile.loc.gov/storage-services/service/ndnp/arhi/batch_arhi_hypno_ver02/data/sn90050307/00414212840/1919071401/0047.pdf,-93.3908741,33.8055106
The American,11-08-1895,3,Omaha,Nebraska,https://tile.loc.gov/storage-services/service/ndnp/nbu/batch_nbu_larkspur_ver01/data/2017270212/0027952746A/1895110801/0549.pdf,-96.5357502,42.0922742
Mohave County Miner And Our Mineral Wealth,04-29-1921,2,Kingman,Arizona,https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_coyote_ver01/data/sn96060547/0021110630A/1921042901/0741.pdf,-114.0350879,35.5740534
The Chitina Leader,09-16-1911,4,Chitina,Alaska,https://tile.loc.gov/storage-services/service/ndnp/ak/batch_ak_kodiakriverotter_ver02/data/sn95060001/00514154843/1911091601/0187.pdf,,
Clayton Enterprise,07-27-1906,5,Clayton,New Mexico,https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_beaver_ver01/data/sn94056928/00280773529/1906072701/0340.pdf,-103.535648,36.6811593
Middlebury Register,11-13-1896,4,Middlebury,Vermont,https://tile.loc.gov/storage-services/service/ndnp/vtu/batch_vtu_jamaica_ver01/data/sn93063557/00280777894/1896111301/0365.pdf,-73.1218729,44.0043818
Vashon Island News-Record,12-24-1926,1,Vashon,Washington,https://tile.loc.gov/storage-services/service/ndnp/wa/batch_wa_guillemot_ver02/data/sn87093323/0020029158A/1926122401/0271.pdf,-122.4574076,47.4106059
Indian Chieftain,01-04-1894,1,Vinita,Oklahoma,https://tile.loc.gov/storage-services/service/ndnp/okhi/batch_okhi_comanche_ver01/data/sn83025010/00237284665/1894010401/0872.pdf,-95.0927369,36.6347606
The Eagle,04-08-1896,9,Silver City,New Mexico,https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_beaver_ver01/data/sn92070477/00280773517/1896040801/0227.pdf,-108.3801004,32.446446
Hutchinson Gazette,09-06-1900,6,Hutchinson,Kansas,https://tile.loc.gov/storage-services/service/ndnp/khi/batch_khi_curry_ver01/data/sn85030687/00212473145/1900090601/0939.pdf,-97.9080831,38.0671025
Burlington Weekly Free Press,06-22-1916,5,Burlington,Vermont,https://tile.loc.gov/storage-services/service/ndnp/vtu/batch_vtu_danby_ver01/data/sn86072143/00280777286/1916062201/0392.pdf,-73.2312813,44.4873929
Windham County Reformer,05-20-1904,7,Brattleboro,Vermont,https://tile.loc.gov/storage-services/service/ndnp/vtu/batch_vtu_garlic_ver01/data/sn98069146/00415628614/1904052001/0177.pdf,-72.6143958,42.861872
Nogales International,08-02-1929,2,Nogales,Arizona,https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_groomcreek_ver04/data/sn96060774/00414218283/1929080201/0448.pdf,-110.1875775,31.6992575
Eagle River Review,08-06-1920,2,Eagle River,Wisconsin,https://tile.loc.gov/storage-services/service/ndnp/whi/batch_whi_bobidosh_ver01/data/sn85040614/00514150904/1920080601/0043.pdf,-89.255982,45.9249704
The Colville Examiner,04-15-1922,2,Colville,Washington,https://tile.loc.gov/storage-services/service/ndnp/wa/batch_wa_alder_ver01/data/sn88085318/00211108137/1922041501/1055.pdf,-118.8730199,48.2294164
Forest City Press,07-13-1911,4,Forest City,South Dakota,https://tile.loc.gov/storage-services/service/ndnp/sdhi/batch_sdhi_corsair_ver06/data/sn93057084/00415623100/1911071301/0318.pdf,-100.3004082,45.0027608
The Florence Tribune,06-02-1900,3,Florence,Arizona,https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_hornedowl_ver01/data/sn94050572/00202192026/1900060201/0635.pdf,-111.213964,32.7880983
The Weekly Corinthian,08-21-1901,1,Corinth,Mississippi,https://tile.loc.gov/storage-services/service/ndnp/msar/batch_msar_karakul_ver02/data/sn87065046/00199917535/1901082101/0618.pdf,-88.5143452,34.9473649
The Cody Enterprise,08-15-1923,6,Cody,Wyoming,https://tile.loc.gov/storage-services/service/ndnp/wyu/batch_wyu_etna_ver03/data/sn92066929/00514150254/1923081501/0255.pdf,-109.5553266,44.5532247
Der Deutsche Correspondent,02-05-1901,3,Baltimore,Maryland,https://tile.loc.gov/storage-services/service/ndnp/mdu/batch_mdu_garlic_ver02/data/sn83045081/00296022500/1901020501/0240.pdf,-76.616322,39.4430722
Martinsburg Statesman-Democrat,06-13-1913,2,Martinsburg,West Virginia,https://tile.loc.gov/storage-services/service/ndnp/wvu/batch_wvu_els_ver01/data/sn85059542/00393349074/1913061301/0562.pdf,-77.9776404,39.4582383
Waterbury Democrat,07-30-1901,2,Waterbury,Connecticut,https://tile.loc.gov/storage-services/service/ndnp/ct/batch_ct_ironwood_ver01/data/sn93053725/00271763426/1901073001/0194.pdf,-73.0360691,41.5582522
Rocky Ford Enterprise,07-20-1906,2,Rocky Ford,Colorado,https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_fairplay_ver01/data/sn90051265/00383341504/1906072002/0514.pdf,-103.7265065,38.0379529
Yukon Valley News,09-13-1905,3,Rampart,Alaska,https://tile.loc.gov/storage-services/service/ndnp/ak/batch_ak_killerwhale_ver01/data/sn95060047/00514154132/1905091301/0217.pdf,,
Washington Standard,05-28-1920,4,Olympia,Washington,https://tile.loc.gov/storage-services/service/ndnp/wa/batch_wa_kittitas_ver01/data/sn84022770/00200291335/1920052801/1207.pdf,-122.8603006,47.0628409
Union County Courier,03-23-1911,5,Elk Point,South Dakota,https://tile.loc.gov/storage-services/service/ndnp/sdhi/batch_sdhi_leyte_ver01/data/sn84022137/00279523623/1911032301/0310.pdf,-96.6804809,42.6812241
The Oregon Mist,06-01-1900,1,St. Helens,Oregon,https://tile.loc.gov/storage-services/service/ndnp/oru/batch_oru_larch_ver01/data/2004260421/00295867681/1900060101/0540.pdf,,
The Monitor,04-01-1927,1,Omaha,Nebraska,https://tile.loc.gov/storage-services/service/ndnp/nbu/batch_nbu_indescribablebeast_ver01/data/00225879/00332899247/1927040101/1184.pdf,-96.5357502,42.0922742
The Cambria Freeman,05-19-1893,3,Ebensburg,Pennsylvania,https://tile.loc.gov/storage-services/service/ndnp/pst/batch_pst_kern_ver01/data/sn83032041/00212477746/1893051901/0511.pdf,-78.7263639,40.4883932
The Mahnomen Pioneer,08-08-1924,2,Mahnomen,Minnesota,https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_guildenstern_ver01/data/sn83016586/00542865106/1924080801/0264.pdf,-95.8090496,47.325236
The Times Dispatch,03-14-1913,6,Richmond,Virginia,https://tile.loc.gov/storage-services/service/ndnp/vi/batch_vi_sepia_ver01/data/sn85038615/00296020011/1913031401/0630.pdf,-76.7296873,37.9370591
Richmond Times-Dispatch,06-23-1915,11,Richmond,Virginia,https://tile.loc.gov/storage-services/service/ndnp/vi/batch_vi_teal_ver02/data/sn83045389/00296020138/1915062301/0847.pdf,-76.7296873,37.9370591
The Saint Paul Globe,11-17-1901,23,Saint Paul,Minnesota,https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_nisswa_ver01/data/sn90059523/00206538235/1901111701/0229.pdf,-92.9994943,45.0136966
Echo De L'Ouest,03-27-1890,2,Minneapolis,Minnesota,https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_maia_ver01/data/sn83045239/0029587661A/1890032701/0477.pdf,-93.2677982,44.9634959
Mount Vernon Signal,04-27-1906,2,Mount Vernon,Kentucky,https://tile.loc.gov/storage-services/service/ndnp/kyu/batch_kyu_fleetwoodmac_ver01/data/sn86069561/00100479503/1906042701/0116.pdf,-84.3760521,37.3277169
The Mitchell Capital,02-02-1906,2,Mitchell,South Dakota,https://tile.loc.gov/storage-services/service/ndnp/sdhi/batch_sdhi_hawk_ver01/data/sn2001063112/00415624700/1906020201/0159.pdf,-98.0336476,43.7293774
River Falls Journal,08-05-1920,6,River Falls,Wisconsin,https://tile.loc.gov/storage-services/service/ndnp/whi/batch_whi_idlewild_ver01/data/sn85033255/00514159300/1920080501/0244.pdf,-90.8419037,44.2981511
The Bellefontaine Republican,04-24-1903,1,Bellefontaine,Ohio,https://tile.loc.gov/storage-services/service/ndnp/ohi/batch_ohi_odoric_ver01/data/sn85038153/00415665866/1903042401/0349.pdf,-83.7630081,40.3627539
Potosi Journal,01-10-1900,2,Potosi,Missouri,https://tile.loc.gov/storage-services/service/ndnp/mohi/batch_mohi_marmaduke_ver02/data/sn90061371/00294557192/1900011001/0333.pdf,-90.7750341,37.9337392
Canton Weekly Register,03-28-1901,6,Canton,Illinois,https://tile.loc.gov/storage-services/service/ndnp/iune/batch_iune_bunting_ver01/data/sn93055723/00542864485/1901032801/0296.pdf,-90.0467,40.5822623
Custer Weekly Chronicle,05-14-1910,2,Custer,South Dakota,https://tile.loc.gov/storage-services/service/ndnp/sdhi/batch_sdhi_elderberry_ver02/data/sn97065763/00332899727/1910051401/0486.pdf,-103.451556,43.6776345
The Morning News,09-21-1891,4,Savannah,Georgia,https://tile.loc.gov/storage-services/service/ndnp/gu/batch_gu_columbo_ver02/data/sn86063034/00414182057/1891092101/0976.pdf,-81.1075612,31.9081249
Wausau Pilot,08-10-1920,7,Wausau,Wisconsin,https://tile.loc.gov/storage-services/service/ndnp/whi/batch_whi_bowtruckle_ver02/data/sn85040749/00271769088/1920081001/0083.pdf,-89.6460117,44.9620097
The Lebanon Express,06-26-1891,1,Lebanon,Oregon,https://tile.loc.gov/storage-services/service/ndnp/oru/batch_oru_quartz_ver02/data/sn97071028/00416152664/1891062601/0052.pdf,-122.8922477,44.519056
Idaho County Free Press,08-02-1895,2,Grangeville,Idaho,https://tile.loc.gov/storage-services/service/ndnp/idhi/batch_idhi_cornwell_ver02/data/sn86091100/00415666135/1895080201/0676.pdf,-116.1726731,45.8222923
Baraboo Weekly News,07-01-1920,8,Baraboo,Wisconsin,https://tile.loc.gov/storage-services/service/ndnp/whi/batch_whi_lethifold_ver01/data/sn86086068/00414214964/1920070101/0468.pdf,-89.7375767,43.4694905
Grand Forks Herald,03-24-1922,8,Grand Forks,North Dakota,https://tile.loc.gov/storage-services/service/ndnp/ndhi/batch_ndhi_hebron_ver01/data/sn85042414/00295863511/1922032401/0805.pdf,-97.4569239,47.9219152
The Bemidji Daily Pioneer,05-14-1910,7,Bemidji,Minnesota,https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_kerns_ver01/data/sn86063381/0028076744A/1910051401/0177.pdf,-94.860385,47.4396928
St. Tammany Farmer,09-13-1902,3,Covington,Louisiana,https://tile.loc.gov/storage-services/service/ndnp/lu/batch_lu_hayes_ver01/data/sn82015387/00202190480/1902091301/0502.pdf,-90.1121061,30.4809248
The Idaho Recorder,04-21-1922,7,Salmon,Idaho,https://tile.loc.gov/storage-services/service/ndnp/idhi/batch_idhi_fitzgerald_ver02/data/sn86091188/00295869161/1922042101/0199.pdf,-113.854624,45.2779341
Hyder Alaska Miner,06-08-1921,3,Hyder,Alaska,https://tile.loc.gov/storage-services/service/ndnp/ak/batch_ak_dolphin_ver01/data/sn94050045/00514159968/1921060801/0309.pdf,-133.1930259,55.7271705
The Seward Gateway And The Alaska Evening Post,07-23-1917,1,Seward,Alaska,https://tile.loc.gov/storage-services/service/ndnp/ak/batch_ak_harborseal_ver04/data/sn87062015/00279526065/1917072301/0421.pdf,-149.5675467,60.1682269
The Kennewick Courier,10-27-1911,3,Kennewick,Washington,https://tile.loc.gov/storage-services/service/ndnp/wa/batch_wa_foss_ver01/data/sn87093029/00200291311/1911102701/0264.pdf,-119.269786,46.213816
The Clovis News,09-23-1920,14,Clovis,New Mexico,https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_beaver_ver01/data/sn93061777/00280774352/1920092301/0620.pdf,-103.2315075,34.5010154
The Williams News,12-15-1922,1,Williams,Arizona,https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_fairyduster_ver01/data/sn82015761/00202192701/1922121501/0660.pdf,-112.4481493,35.6298808
The L'Anse Sentinel,09-08-1923,2,L'Anse,Michigan,https://tile.loc.gov/storage-services/service/ndnp/mimtptc/batch_mimtptc_kalkaska_ver01/data/sn96077142/00271764418/1923090801/0653.pdf,-88.4022491,46.7811344
Martinsburg Herald,01-13-1906,5,Martinsburg,West Virginia,https://tile.loc.gov/storage-services/service/ndnp/wvu/batch_wvu_casper_ver01/data/sn85059533/00393349153/1906011301/0411.pdf,-77.9776404,39.4582383
The Point Pleasant Register,02-02-1910,8,Point Pleasant,West Virginia,https://tile.loc.gov/storage-services/service/ndnp/wvu/batch_wvu_iceland_ver01/data/sn86092106/00202192282/1910020201/0344.pdf,-82.1302602,38.8529841
Semi-Weekly Herald,08-27-1917,2,Durango,Colorado,https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_eureka_ver01/data/sn91052314/00513680909/1917082701/0814.pdf,-107.8789555,37.2763911
The Nenana Daily News,07-03-1920,1,Nenana,Alaska,https://tile.loc.gov/storage-services/service/ndnp/ak/batch_ak_goat_ver01/data/sn96060051/00513680119/1920070301/0563.pdf,0.0,0.0
The Copper Era,04-15-1910,4,Clifton,Arizona,https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_acacia_ver01/data/sn89053851/00212476377/1910041501/0612.pdf,-109.2715255,33.3596869
Barbour County Index,06-13-1900,4,Medicine Lodge,Kansas,https://tile.loc.gov/storage-services/service/ndnp/khi/batch_khi_harvey_ver03/data/sn82015080/00212473820/1900061301/0413.pdf,-98.5501102,37.2973869
The Central Nevadan,06-29-1893,3,Battle Mountain,Nevada,https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_fairview_ver02/data/sn86076270/00279554425/1893062901/0253.pdf,-116.9728787,40.6616537
The Monett Times,02-05-1915,8,Monett,Missouri,https://tile.loc.gov/storage-services/service/ndnp/mohi/batch_mohi_dagwood_ver01/data/sn90061308/00294555821/1915020501/0931.pdf,-93.937269,36.8998998
The Daily Banner,07-30-1920,1,Cambridge,Maryland,https://tile.loc.gov/storage-services/service/ndnp/mdu/batch_mdu_irving_ver01/data/sn88065731/00415626009/1920073001/0124.pdf,-76.1127892,38.5581046
The Richmond Virginian,08-16-1919,6,Richmond,Virginia,https://tile.loc.gov/storage-services/service/ndnp/vi/batch_vi_noriker_ver01/data/sn90052005/00514157212/1919081601/1031.pdf,-76.7296873,37.9370591
The Detroit Times,04-04-1908,1,Detroit,Michigan,https://tile.loc.gov/storage-services/service/ndnp/mimtptc/batch_mimtptc_edenville_ver01/data/sn83016689/00279551448/1908040401/0712.pdf,-83.1024122,42.3833911
Der Nordstern,08-07-1924,10,Saint Cloud,Minnesota,https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_escalus_ver03/data/sn83045350/00517012166/1924080701/0072.pdf,-94.212491,45.5302427
