Unnamed: 0,Newspaper Title,Issue Date,Page Number,City,PDF Link
3354,Evening Star,07-23-1926,13,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_goodman_ver02/data/sn83045462/00280659095/1926072301/0058.pdf
3355,The New York Herald,09-14-1921,15,"New York, New York",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_deadnettle_ver01/data/sn83045774/00271744249/1921091401/0406.pdf
3356,New-York Tribune,04-06-1922,6,"New York, New York",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_iba_ver01/data/sn83030214/00206532646/1922040601/0186.pdf
3357,Evening Star,07-12-1920,22,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_dalek_ver01/data/sn83045462/0028065677A/1920071201/0636.pdf
3358,The Record-Union,06-10-1899,3,"Sacramento, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_inskip_ver01/data/sn82015104/00280768868/1899061001/0083.pdf
3359,El Paso Herald,06-22-1920,1,"El Paso, Texas",https://tile.loc.gov/storage-services/service/ndnp/txdn/batch_txdn_fiji_ver01/data/sn88084272/00294553484/1920062201/0686.pdf
3360,The Hawaiian Star,07-24-1896,5,"Honolulu, Hawaii",https://tile.loc.gov/storage-services/service/ndnp/hihouml/batch_hihouml_brick_ver01/data/sn82015415/00237283946/1896072401/0445.pdf
3361,Los Angeles Herald,10-17-1909,1,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_rubidoux_ver01/data/sn85042462/00175035813/1909101701/1051.pdf
3362,Bisbee Daily Review,05-05-1910,8,"Bisbee, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_coyote_ver01/data/sn84024827/00211106372/1910050501/0044.pdf
3363,Evening Star,09-14-1928,33,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_keppard_ver01/data/sn83045462/00280659654/1928091401/0346.pdf
3364,Imperial Valley Press,01-26-1920,6,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_noblefir_ver01/data/sn92070146/00414189623/1920012601/0390.pdf
3365,Los Angeles Herald,05-05-1907,7,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_pomo_ver01/data/sn85042462/00175047451/1907050501/0058.pdf
3366,The Coconino Sun,04-30-1904,4,"Flagstaff, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_falcon_ver01/data/sn87062055/00211106694/1904043001/2465.pdf
3367,Imperial Valley Press,08-09-1916,3,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_mesquite_ver02/data/sn92070146/00414189489/1916080901/0701.pdf
3368,The Arizona Copper Camp,05-31-1919,4,"Ray, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_kaibab_ver02/data/sn95060578/00414217655/1919053101/0324.pdf
3369,The Snowflake Herald,08-13-1920,1,"Snowflake, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_ironsprings_ver01/data/sn86091255/00414217230/1920081301/0337.pdf
3370,Imperial Valley Press,12-04-1930,6,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_paperflower_ver01/data/sn92070146/0041418859A/1930120401/1024.pdf
3371,The San Francisco Call,10-08-1912,20,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_calipatria_ver03/data/sn85066387/00280768431/1912100801/0234.pdf
3372,The Chickasha Daily Express,09-10-1902,2,"Chickasha, Oklahoma",https://tile.loc.gov/storage-services/service/ndnp/okhi/batch_okhi_endive_ver01/data/sn86090528/00295864916/1902091001/0674.pdf
3373,The San Francisco Call,10-09-1912,22,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_calipatria_ver03/data/sn85066387/00280768431/1912100901/0258.pdf
3374,Capital Journal,12-23-1921,6,"Salem, Oregon",https://tile.loc.gov/storage-services/service/ndnp/oru/batch_oru_keel_ver01/data/sn90066132/00295867450/1921122301/0331.pdf
3375,Los Angeles Herald,08-12-1910,6,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_rubidoux_ver01/data/sn85042462/00175035874/1910081201/0986.pdf
3376,Imperial Valley Press,01-08-1910,5,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_benicia_ver01/data/sn92070146/00175047220/1910010801/0471.pdf
3377,Arizona Daily Citizen,04-10-1901,2,"Tucson, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_jeddito_ver01/data/sn87062098/00414217795/1901041001/0334.pdf
3378,Imperial Valley Press,09-11-1913,3,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_mesquite_ver02/data/sn92070146/0041418943A/1913091101/0595.pdf
3379,Imperial Valley Press,09-05-1930,6,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_paperflower_ver01/data/sn92070146/0041418859A/1930090501/0384.pdf
3380,The San Francisco Call,02-22-1912,14,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_angwin_ver02/data/sn85066387/00280768285/1912022201/0180.pdf
3381,Arizona Republican,02-03-1919,6,"Phoenix, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_jojoba_ver01/data/sn84020558/00202195519/1919020301/0608.pdf
3382,Los Angeles Herald,04-03-1890,6,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_moonstone_ver01/data/sn84025968/00280769319/1890040301/0280.pdf
3383,Los Angeles Herald,12-08-1892,8,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_nicasio_ver01/data/sn84025968/00280769472/1892120801/0384.pdf
3384,Los Angeles Herald,05-28-1910,6,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_rubidoux_ver01/data/sn85042462/00175035862/1910052801/0665.pdf
3385,Imperial Valley Press,11-09-1922,1,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_noblefir_ver01/data/sn92070146/00414189660/1922110901/0745.pdf
3386,Los Angeles Herald,03-20-1907,10,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_pomo_ver01/data/sn85042462/00175047438/1907032001/0393.pdf
3387,Los Angeles Herald,04-05-1890,6,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_moonstone_ver01/data/sn84025968/00280769319/1890040501/0296.pdf
3388,Los Angeles Herald,07-26-1910,6,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_rubidoux_ver01/data/sn85042462/00175035874/1910072601/0606.pdf
3389,The Ogden Standard-Examiner,09-30-1922,2,"Ogden, Utah",https://tile.loc.gov/storage-services/service/ndnp/uuml/batch_uuml_kloeden_ver01/data/sn85058393/print/1922093001/1401.pdf
3390,The News & Observer,02-07-1905,2,"Raleigh, North Carolina",https://tile.loc.gov/storage-services/service/ndnp/ncu/batch_ncu_hamm_ver01/data/sn85042104/0033289237A/1905020701/0058.pdf
3391,The Argus,10-09-1897,1,"Holbrook, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_acacia_ver01/data/sn94051341/00212476444/1897100901/0026.pdf
3392,The Herald,07-17-1898,9,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ogilby_ver01/data/sn85042461/00280769800/1898071701/0217.pdf
3393,Palisadian,07-04-1924,6,"Cliffside Park', 'Palisade, New Jersey",https://tile.loc.gov/storage-services/service/ndnp/njr/batch_njr_capemay_ver01/data/sn84020438/00513685026/1924070401/0269.pdf
3394,The Coconino Sun,10-07-1927,2,"Flagstaff, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_jeddito_ver01/data/sn87062055/00414218076/1927100701/0590.pdf
3395,Bonners Ferry Herald,03-06-1914,2,"Bonners Ferry, Idaho",https://tile.loc.gov/storage-services/service/ndnp/idhi/batch_idhi_angkor_ver01/data/sn86091084/00279550870/1914030601/0071.pdf
3396,The San Francisco Call,04-15-1900,19,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_albion_ver01/data/sn85066387/190004151/0232.pdf
3397,Los Angeles Herald,06-12-1910,39,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_rubidoux_ver01/data/sn85042462/00175035862/1910061201/1026.pdf
3398,Frostburg Mining Journal,10-30-1897,1,"Frostburg, Maryland",https://tile.loc.gov/storage-services/service/ndnp/mdu/batch_mdu_annapolis_ver02/data/sn85025350/0041562766A/1897103001/0412.pdf
3399,Imperial Valley Press,08-28-1913,3,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_mesquite_ver02/data/sn92070146/0041418943A/1913082801/0547.pdf
3400,Imperial Valley Press,01-14-1913,3,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_mesquite_ver02/data/sn92070146/00414189428/1913011401/0247.pdf
3401,Randolph Enterprise,06-09-1927,2,"Beverly, West Virginia",https://tile.loc.gov/storage-services/service/ndnp/wvu/batch_wvu_eden_ver01/data/sn86092282/00517011071/1927060901/1027.pdf
3402,The Washington Times,02-24-1930,3,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_adamsmorgan_ver01/data/sn84026749/00222254681/1930022401/0173.pdf
3403,Daily Kennebec Journal,12-07-1900,7,"Augusta, Maine",https://tile.loc.gov/storage-services/service/ndnp/me/batch_me_jackman_ver02/data/sn82014248/00514156074/1900120701/0507.pdf
3404,Deming Graphic,05-27-1919,1,"Deming, New Mexico",https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_antelope_ver01/data/sn86063579/0028077442A/1919052701/0130.pdf
3405,Los Angeles Herald,06-29-1891,6,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_nicasio_ver01/data/sn84025968/00280769381/1891062901/0616.pdf
3406,The San Francisco Call,09-29-1911,14,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_angwin_ver02/data/sn85066387/00280768212/1911092901/0694.pdf
3407,The Birmingham Age-Herald,01-17-1921,6,"Birmingham, Alabama",https://tile.loc.gov/storage-services/service/ndnp/au/batch_au_dean_ver01/data/sn85038485/00340583012/1921011701/0329.pdf
3408,The Hattiesburg News,05-31-1910,6,"Hattiesburg, Mississippi",https://tile.loc.gov/storage-services/service/ndnp/msar/batch_msar_gabardine_ver01/data/sn87065167/00199916841/1910053101/0537.pdf
3409,Imperial Valley Press,01-04-1913,3,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_mesquite_ver02/data/sn92070146/00414189428/1913010401/0215.pdf
3410,Imperial Valley Press,12-30-1912,3,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_mesquite_ver02/data/sn92070146/00414189428/1912123001/0199.pdf
3411,The Daily Ardmoreite,05-01-1922,2,"Ardmore, Oklahoma",https://tile.loc.gov/storage-services/service/ndnp/okhi/batch_okhi_hugo_ver01/data/sn85042303/0020029547A/1922050101/0003.pdf
3412,Los Angeles Herald,04-02-1907,10,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_pomo_ver01/data/sn85042462/00175047438/1907040201/0615.pdf
3413,The San Francisco Call,11-18-1900,26,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_brea_ver01/data/sn85066387/190011181/0296.pdf
3414,The Elkins Inter-Mountain,07-29-1921,1,"Elkins, West Virginia",https://tile.loc.gov/storage-services/service/ndnp/wvu/batch_wvu_garbo_ver02/data/sn86092280/00517011216/1921072901/0690.pdf
3415,The Pick And Drill,09-04-1897,2,"Prescott, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_bentonite_ver02/data/sn95060797/00517019264/1897090401/0077.pdf
3416,The Pick And Drill,09-25-1897,9,"Prescott, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_bentonite_ver02/data/sn95060797/00517019264/1897092501/0108.pdf
3417,The Pick And Drill,09-11-1897,2,"Prescott, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_bentonite_ver02/data/sn95060797/00517019264/1897091101/0085.pdf
3418,The Pick And Drill,09-18-1897,8,"Prescott, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_bentonite_ver02/data/sn95060797/00517019264/1897091801/0099.pdf
3419,The Coconino Sun,08-13-1920,12,"Flagstaff, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_gilamonster_ver01/data/sn87062055/00211106785/1920081301/0544.pdf
3420,New Britain Herald,01-31-1924,10,"New Britain, Connecticut",https://tile.loc.gov/storage-services/service/ndnp/ct/batch_ct_eagles_ver01/data/sn82014519/00414219275/1924013101/0515.pdf
3421,The Topeka State Journal,09-11-1919,6,"Topeka, Kansas",https://tile.loc.gov/storage-services/service/ndnp/khi/batch_khi_bender_ver01/data/sn82016014/00295870011/1919091101/0713.pdf
3422,New Britain Herald,06-26-1926,15,"New Britain, Connecticut",https://tile.loc.gov/storage-services/service/ndnp/ct/batch_ct_genesis_ver01/data/sn82014519/00414219706/1926062601/1036.pdf
3423,The Wichita Daily Eagle,03-01-1891,8,"Wichita, Kansas",https://tile.loc.gov/storage-services/service/ndnp/khi/batch_khi_ingalls_ver02/data/sn82014635/00237286716/1891030101/0049.pdf
3424,The Wheeling Intelligencer,05-23-1918,11,"Wheeling, West Virginia",https://tile.loc.gov/storage-services/service/ndnp/wvu/batch_wvu_iconia_ver01/data/sn86092536/00271768345/1918052301/0570.pdf
3425,Abilene Weekly Reflector,07-06-1899,2,"Abilene, Kansas",https://tile.loc.gov/storage-services/service/ndnp/khi/batch_khi_lawrence_ver01/data/sn84029386/00295871489/1899070601/0317.pdf
3426,The Topeka State Journal,12-19-1906,2,"Topeka, Kansas",https://tile.loc.gov/storage-services/service/ndnp/khi/batch_khi_forbes_ver01/data/sn82016014/00295870928/1906121901/0386.pdf
3427,The Bridgeport Times And Evening Farmer,09-22-1920,8,"Bridgeport, Connecticut",https://tile.loc.gov/storage-services/service/ndnp/ct/batch_ct_kent_ver01/data/sn92051227/00415620731/1920092201/0405.pdf
3428,Waterbury Democrat,12-31-1900,3,"Waterbury, Connecticut",https://tile.loc.gov/storage-services/service/ndnp/ct/batch_ct_hickory_ver01/data/sn93053725/00271762896/1900123101/0636.pdf
3429,New Britain Herald,12-14-1928,41,"New Britain, Connecticut",https://tile.loc.gov/storage-services/service/ndnp/ct/batch_ct_hendrix_ver01/data/sn82014519/00414219652/1928121401/0857.pdf
3430,The Lamar Register,08-08-1900,3,"Lamar, Colorado",https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_bailey_ver02/data/sn86063147/00279528256/1900080801/0484.pdf
3431,The Newtown Bee,02-13-1903,1,"Newtown, Connecticut",https://tile.loc.gov/storage-services/service/ndnp/ct/batch_ct_maple_ver01/data/sn92051487/0027176330A/1903021301/0089.pdf
3432,The Indianapolis Times,06-29-1923,12,"Indianapolis, Indiana",https://tile.loc.gov/storage-services/service/ndnp/in/batch_in_darrow_ver03/data/sn82015313/00383348717/1923062901/0750.pdf
3433,The Wheeling Intelligencer,02-20-1917,9,"Wheeling, West Virginia",https://tile.loc.gov/storage-services/service/ndnp/wvu/batch_wvu_horta_ver01/data/sn86092536/00271768278/1917022001/0085.pdf
3434,South Bend News-Times,06-27-1925,24,"South Bend, Indiana",https://tile.loc.gov/storage-services/service/ndnp/in/batch_in_enterprise_ver01/data/sn87055779/00517016858/1925062701/0047.pdf
3435,The Salt Lake Tribune,11-11-1904,6,"Salt Lake City, Utah",https://tile.loc.gov/storage-services/service/ndnp/uuml/batch_uuml_merckx_ver01/data/sn83045396/print/1904111101/0451.pdf
3436,Evening Star,12-23-1924,27,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_dorsey_ver02/data/sn83045462/00280657694/1924122301/0408.pdf
3437,The Washington Times,08-18-1923,2,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_melville_ver02/data/sn84026749/00222254024/1923081801/0144.pdf
3438,Ajo Copper News,11-03-1923,3,"Ajo, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_bentonite_ver02/data/sn95060771/00517019227/1923110301/1091.pdf
3439,Custer Weekly Chronicle,04-04-1914,3,"Custer, South Dakota",https://tile.loc.gov/storage-services/service/ndnp/sdhi/batch_sdhi_elderberry_ver02/data/sn97065763/00332899739/1914040401/0270.pdf
3440,Imperial Valley Press,10-25-1913,7,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_mesquite_ver02/data/sn92070146/00414189441/1913102501/0159.pdf
3441,The Montgomery Advertiser,06-20-1920,12,"Montgomery, Alabama",https://tile.loc.gov/storage-services/service/ndnp/au/batch_au_fletcher_ver01/data/sn84020645/00517017814/1920062001/0717.pdf
3442,Los Angeles Herald,05-16-1910,11,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_rubidoux_ver01/data/sn85042462/00175035862/1910051601/0428.pdf
3443,Los Angeles Herald,08-13-1905,6,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_oasis_ver01/data/sn85042462/0017504730A/1905081301/0779.pdf
3444,The Florence Daily Tribune,04-15-1901,2,"Florence, Colorado",https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_bowerman_ver01/data/sn90051342/00513680478/1901041501/0628.pdf
3445,Imperial Valley Press,01-16-1913,3,"El Centro, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_mesquite_ver02/data/sn92070146/00414189428/1913011601/0255.pdf
3446,Douglas Daily Dispatch,10-02-1929,1,"Douglas, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_iotite_ver01/data/sn84020064/00542866391/1929100201/0001.pdf
3447,Los Angeles Herald,12-01-1910,10,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_rubidoux_ver01/data/sn85042462/00175035904/1910120101/0671.pdf
3448,Arizona Republican,03-22-1918,6,"Phoenix, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_jojoba_ver01/data/sn84020558/00211107030/1918032201/0387.pdf
